stem,source_sha256,field,was,should_be,read,why,status,decided_by,decided_on,applied_on
Brockton2021,b05797d493c55c884d1887d0ca3a76d5a6b190b2cce91c36af03d9d01093e7c5,"candidates[].name_original == ""Thomas J. Minchiello Jr""",Thomas J. Minchiello Jr,Thomas J. Minichiello Jr,"Page 2 of Brockton2021_d0.pdf, rendered at 170dpi and the row re-cropped at 3x. The block heads ""COUNCILLOR WARD 1 (Vote for 1) / Precincts Reported: 4 of 4 (100.00%)"", ""Times Cast 2,053 / 8,571 23.95%"", and its two candidate rows read verbatim ""MARLON D. GREEN 544 26.50%"" and ""THOMAS J. MINICHIELLO JR. 1,310 63.81%"", then ""Total Votes 1,854"" and ""Unresolved Write-In 5"".","name_original is the transcription and the grounding checks match against it, so a spelling the document does not carry makes the name uncheckable. Both figures in this contest are exact in the record and only the letters differ, which is the signature of a parse that read the digits faithfully. The document is a laser-printed Election Summary Report on a grey scan: the letterforms are unambiguous at 3x, and the two readings held (markdown and pdftext) are both derived from a bad embedded OCR layer that renders this same row as "",-HOMAS J. Mli'JICHIELLO J~"", so neither reading could be used to settle it and the image had to. Seven of the nine ungrounded names in this record turned out to be correct; these two are the exceptions. The record drops the second I: MINICHIELLO printed, Minchiello held.",proposed,civicatlas-qa (unattended run),2026-09-06,
Brockton2021,b05797d493c55c884d1887d0ca3a76d5a6b190b2cce91c36af03d9d01093e7c5,"candidates[].name_original == ""Bbi Nichols""",Bbi Nichols,Bri Nichols,"Page 3 of Brockton2021_d0.pdf, rendered at 170dpi and the rows re-cropped at 3x. The block heads ""COUNCILLOR WARD 7 (Vote for 1) / Precincts Reported: 4 of 4 (100.00%)"", ""Times Cast 1,481 / 7,971 18.58%"", and its two candidate rows read verbatim ""SHIRLEY RITA ASACK 944 63.74%"" and ""BRI NICHOLS 331 22.35%"", then ""Total Votes 1,275"" and ""Unresolved Write-In 10"".","name_original is the transcription and the grounding checks match against it, so a spelling the document does not carry makes the name uncheckable. Both figures in this contest are exact in the record and only the letters differ, which is the signature of a parse that read the digits faithfully. The document is a laser-printed Election Summary Report on a grey scan: the letterforms are unambiguous at 3x, and the two readings held (markdown and pdftext) are both derived from a bad embedded OCR layer that renders this same row as "",-HOMAS J. Mli'JICHIELLO J~"", so neither reading could be used to settle it and the image had to. Seven of the nine ungrounded names in this record turned out to be correct; these two are the exceptions. The record reads the R of BRI as a second B, giving a first name that is not a name -- exactly the address-shaped/unlabelled-name symptom docs/notes/civicatlas-arithmetic-cannot-see-a-lost-name.md says to grep for after a coordinate parse.",proposed,civicatlas-qa (unattended run),2026-09-06,
Lawrence2025,edca4b01c5d1e9ba33d62fbd999b40d34b747f912a76dbb7a3b4b088bd086600,"candidates[].name_original == ""ELIAQUIA GONELL""",ELIAQUIA GONELL,ELIAQUIN 'QUIN' GONELL,"Page 9 of Lawrence2025_d0.pdf, rendered at 200dpi with the header band rotated -90 and enlarged. The page heads ""OFFICIAL RESULTS - MUNICIPAL ELECTIONS - NOVEMBER 04, 2025 / LAWRENCE, MA / SCHOOL COMMITTEE"" and its vertical column headers read, in order and verbatim: ""JONATHAN GUZMAN"", ""ELIAQUIN 'QUIN' GONELL"", ""JESSICA M. RAMIREZ"", ""LUIS ROBLES"", ""WRITE INS"", ""BLANKS"", ""TOTAL VOTES"", ""TOTAL CARDS CAST"". The first four precinct rows under GONELL read 182, 118, 135, 174.","The candidate names on this return are set VERTICALLY as column headers, so the only reading held (markdown; pdftext is one character) renders them scrambled -- ""'QUIN'GONELL ELIA"", ""VISITVIIOZ"", ""SATILES MENDEZ"" -- while every figure extracts clean. name_original is the transcription the grounding checks match against, so a name the document does not carry in that spelling can never be checked. Read off the rotated image, which is the only reading that can represent a rotated header. The record drops the quoted nickname the ballot carried and ends the first name in A where the page prints N.",proposed,civicatlas-qa (unattended run),2026-09-06,
Lawrence2025,edca4b01c5d1e9ba33d62fbd999b40d34b747f912a76dbb7a3b4b088bd086600,"candidates[].name_original == ""ZORDI VELA""",ZORDI VELA,ZOILA DISLA,"Page 10 of Lawrence2025_d0.pdf, rendered at 200dpi with the header band rotated -90 and enlarged. The page heads ""OFFICIAL RESULTS - MUNICIPAL ELECTIONS - NOVEMBER 04, 2025 / LAWRENCE, MA / GREATER LAWRENCE TECHNICAL SCHOOL COMMITTEE"" and its vertical column headers read, in order and verbatim: ""ZOILA DISLA"", ""JULIO R. MEJIA"", ""EDINSON MERCEDES"", ""JOSIAS ATILES MENDEZ"", ""WRITE INS"", ""BLANKS"", ""TOTAL VOTES"", ""TOTAL CARDS CAST"". The first ward block totals read ""1834 | 1066 852 749 559 17 2259 3243 1834"". There are exactly four candidate columns and no fifth.","The candidate names on this return are set VERTICALLY as column headers, so the only reading held (markdown; pdftext is one character) renders them scrambled -- ""'QUIN'GONELL ELIA"", ""VISITVIIOZ"", ""SATILES MENDEZ"" -- while every figure extracts clean. name_original is the transcription the grounding checks match against, so a name the document does not carry in that spelling can never be checked. Read off the rotated image, which is the only reading that can represent a rotated header. This one is not a spelling slip: no candidate named VELA stands in this contest. The four columns are Disla, Mejia, Mercedes and Atiles Mendez, and the record already holds Mejia and Mercedes correctly, so ZORDI VELA is the first column read as a different person -- the materially-false class in docs/notes/civicatlas-ungrounded-is-unread.md, on the top vote-getter of a regional contest.",proposed,civicatlas-qa (unattended run),2026-09-06,
Lawrence2025,edca4b01c5d1e9ba33d62fbd999b40d34b747f912a76dbb7a3b4b088bd086600,"candidates[].name_original == ""ROSITAS MENDEZ""",ROSITAS MENDEZ,JOSIAS ATILES MENDEZ,"Page 10 of Lawrence2025_d0.pdf, rendered at 200dpi with the header band rotated -90 and enlarged. The page heads ""OFFICIAL RESULTS - MUNICIPAL ELECTIONS - NOVEMBER 04, 2025 / LAWRENCE, MA / GREATER LAWRENCE TECHNICAL SCHOOL COMMITTEE"" and its vertical column headers read, in order and verbatim: ""ZOILA DISLA"", ""JULIO R. MEJIA"", ""EDINSON MERCEDES"", ""JOSIAS ATILES MENDEZ"", ""WRITE INS"", ""BLANKS"", ""TOTAL VOTES"", ""TOTAL CARDS CAST"". The first ward block totals read ""1834 | 1066 852 749 559 17 2259 3243 1834"". There are exactly four candidate columns and no fifth.","The candidate names on this return are set VERTICALLY as column headers, so the only reading held (markdown; pdftext is one character) renders them scrambled -- ""'QUIN'GONELL ELIA"", ""VISITVIIOZ"", ""SATILES MENDEZ"" -- while every figure extracts clean. name_original is the transcription the grounding checks match against, so a name the document does not carry in that spelling can never be checked. Read off the rotated image, which is the only reading that can represent a rotated header. The record keeps the surname MENDEZ and replaces JOSIAS ATILES with ROSITAS, losing the middle element the page prints.",proposed,civicatlas-qa (unattended run),2026-09-06,
Lawrence2021,78617d8f70c7924a87893ea6baba15a6df222da39fc120261a0c488e16f42f33,"candidates[].name_original == ""Kevin Moreno-Garcia""",Kevin Moreno-Garcia,Frederick J. Diaz,"Page 3 of Lawrence2021_d0.pdf, rendered at 200dpi with the header band rotated -90 and enlarged. The page heads ""MUNICIPAL ELECTIONS NOVEMBER 02, 2021 / LAWRENCE, MA / COUNCILOR AT - LARGE"" and its vertical column headers read, in order and verbatim: ""ANA L. LEVY"", ""PAVEL M. PAYANO"", ""CELINA A. REYES"", ""FREDERICK J. DIAZ"", ""KELVIN MORENO-GARCIA"", ""RICHARD L. RUSSELL"", then six columns headed ""0"", then ""WRITE INS"", ""BLANKS"", ""TOTAL VOTES"", ""TOTAL CARDS CAST"". The last row of the page reads, verbatim: ""GRAND TOTALS 11694 | 5208 6102 4819 2141 2105 3339 | 0 0 0 0 0 0 | 101 | 11267 | 23815 | 11694"", and under it ""VOTE PERCENTAGE 21.87% 25.62% 20.24% 8.99% 8.84% 14.02% ... 0.42% 47.31% 100.00%"". So the printed pairing is LEVY 5208, PAYANO 6102, REYES 4819, DIAZ 2141, MORENO-GARCIA 2105, RUSSELL 3339.","The record carries the right SIX figures in the right order and the wrong names against them: it holds ""Kevin Moreno-Garcia"" on 2141 (the page prints DIAZ there), ""Fredrick J Russell"" on 2105 (the page prints KELVIN MORENO-GARCIA), and ""Kelvin L Russell"" on 3339 (the page prints RICHARD L. RUSSELL). FREDERICK J. DIAZ is lost as a name entirely while his votes are kept -- the name-against-number shift class of docs/notes/civicatlas-names-are-unchecked.md, which arithmetic cannot see because the column of digits is intact. The names are set VERTICALLY as column headers, so the only reading held renders them as noise and the image is the only thing that can settle it. The three seats are unaffected -- Payano, Levy and Reyes are the top three either way -- but the three losing candidates are published against each other's votes.",applied,civicatlas-qa (unattended run),2026-09-06,2026-09-06
Lawrence2021,78617d8f70c7924a87893ea6baba15a6df222da39fc120261a0c488e16f42f33,"candidates[].name_original == ""Fredrick J Russell""",Fredrick J Russell,Kelvin Moreno-Garcia,"Page 3 of Lawrence2021_d0.pdf, rendered at 200dpi with the header band rotated -90 and enlarged. The page heads ""MUNICIPAL ELECTIONS NOVEMBER 02, 2021 / LAWRENCE, MA / COUNCILOR AT - LARGE"" and its vertical column headers read, in order and verbatim: ""ANA L. LEVY"", ""PAVEL M. PAYANO"", ""CELINA A. REYES"", ""FREDERICK J. DIAZ"", ""KELVIN MORENO-GARCIA"", ""RICHARD L. RUSSELL"", then six columns headed ""0"", then ""WRITE INS"", ""BLANKS"", ""TOTAL VOTES"", ""TOTAL CARDS CAST"". The last row of the page reads, verbatim: ""GRAND TOTALS 11694 | 5208 6102 4819 2141 2105 3339 | 0 0 0 0 0 0 | 101 | 11267 | 23815 | 11694"", and under it ""VOTE PERCENTAGE 21.87% 25.62% 20.24% 8.99% 8.84% 14.02% ... 0.42% 47.31% 100.00%"". So the printed pairing is LEVY 5208, PAYANO 6102, REYES 4819, DIAZ 2141, MORENO-GARCIA 2105, RUSSELL 3339.","The record carries the right SIX figures in the right order and the wrong names against them: it holds ""Kevin Moreno-Garcia"" on 2141 (the page prints DIAZ there), ""Fredrick J Russell"" on 2105 (the page prints KELVIN MORENO-GARCIA), and ""Kelvin L Russell"" on 3339 (the page prints RICHARD L. RUSSELL). FREDERICK J. DIAZ is lost as a name entirely while his votes are kept -- the name-against-number shift class of docs/notes/civicatlas-names-are-unchecked.md, which arithmetic cannot see because the column of digits is intact. The names are set VERTICALLY as column headers, so the only reading held renders them as noise and the image is the only thing that can settle it. The three seats are unaffected -- Payano, Levy and Reyes are the top three either way -- but the three losing candidates are published against each other's votes.",proposed,civicatlas-qa (unattended run),2026-09-06,
Lawrence2021,78617d8f70c7924a87893ea6baba15a6df222da39fc120261a0c488e16f42f33,"candidates[].name_original == ""Kelvin L Russell""",Kelvin L Russell,Richard L. Russell,"Page 3 of Lawrence2021_d0.pdf, rendered at 200dpi with the header band rotated -90 and enlarged. The page heads ""MUNICIPAL ELECTIONS NOVEMBER 02, 2021 / LAWRENCE, MA / COUNCILOR AT - LARGE"" and its vertical column headers read, in order and verbatim: ""ANA L. LEVY"", ""PAVEL M. PAYANO"", ""CELINA A. REYES"", ""FREDERICK J. DIAZ"", ""KELVIN MORENO-GARCIA"", ""RICHARD L. RUSSELL"", then six columns headed ""0"", then ""WRITE INS"", ""BLANKS"", ""TOTAL VOTES"", ""TOTAL CARDS CAST"". The last row of the page reads, verbatim: ""GRAND TOTALS 11694 | 5208 6102 4819 2141 2105 3339 | 0 0 0 0 0 0 | 101 | 11267 | 23815 | 11694"", and under it ""VOTE PERCENTAGE 21.87% 25.62% 20.24% 8.99% 8.84% 14.02% ... 0.42% 47.31% 100.00%"". So the printed pairing is LEVY 5208, PAYANO 6102, REYES 4819, DIAZ 2141, MORENO-GARCIA 2105, RUSSELL 3339.","The record carries the right SIX figures in the right order and the wrong names against them: it holds ""Kevin Moreno-Garcia"" on 2141 (the page prints DIAZ there), ""Fredrick J Russell"" on 2105 (the page prints KELVIN MORENO-GARCIA), and ""Kelvin L Russell"" on 3339 (the page prints RICHARD L. RUSSELL). FREDERICK J. DIAZ is lost as a name entirely while his votes are kept -- the name-against-number shift class of docs/notes/civicatlas-names-are-unchecked.md, which arithmetic cannot see because the column of digits is intact. The names are set VERTICALLY as column headers, so the only reading held renders them as noise and the image is the only thing that can settle it. The three seats are unaffected -- Payano, Levy and Reyes are the top three either way -- but the three losing candidates are published against each other's votes.",proposed,civicatlas-qa (unattended run),2026-09-06,
Lawrence2021,78617d8f70c7924a87893ea6baba15a6df222da39fc120261a0c488e16f42f33,"candidates[].name_original == ""Al Levy""",Al Levy,Ana L. Levy,"Page 3 of Lawrence2021_d0.pdf, rendered at 200dpi with the header band rotated -90 and enlarged. The page heads ""MUNICIPAL ELECTIONS NOVEMBER 02, 2021 / LAWRENCE, MA / COUNCILOR AT - LARGE"" and its vertical column headers read, in order and verbatim: ""ANA L. LEVY"", ""PAVEL M. PAYANO"", ""CELINA A. REYES"", ""FREDERICK J. DIAZ"", ""KELVIN MORENO-GARCIA"", ""RICHARD L. RUSSELL"", then six columns headed ""0"", then ""WRITE INS"", ""BLANKS"", ""TOTAL VOTES"", ""TOTAL CARDS CAST"". The last row of the page reads, verbatim: ""GRAND TOTALS 11694 | 5208 6102 4819 2141 2105 3339 | 0 0 0 0 0 0 | 101 | 11267 | 23815 | 11694"", and under it ""VOTE PERCENTAGE 21.87% 25.62% 20.24% 8.99% 8.84% 14.02% ... 0.42% 47.31% 100.00%"". So the printed pairing is LEVY 5208, PAYANO 6102, REYES 4819, DIAZ 2141, MORENO-GARCIA 2105, RUSSELL 3339.","name_original is the transcription and the grounding checks match against it, so a spelling the document does not carry makes the name uncheckable. The figure beside it is exact in the record; only the letters differ. Read off the rotated image because the names on this return are vertical column headers and no held reading can represent them. This one GROUNDS today and is still wrong: the check splits ""Al Levy"" into tokens longer than two characters, finds only ""Levy"", and passes. A first name of two letters is invisible to it, which is worth knowing about the check as much as about this record.",proposed,civicatlas-qa (unattended run),2026-09-06,
Lawrence2021,78617d8f70c7924a87893ea6baba15a6df222da39fc120261a0c488e16f42f33,"candidates[].name_original == ""Celina Reyes""",Celina Reyes,Celina A. Reyes,"Page 3 of Lawrence2021_d0.pdf, rendered at 200dpi with the header band rotated -90 and enlarged. The page heads ""MUNICIPAL ELECTIONS NOVEMBER 02, 2021 / LAWRENCE, MA / COUNCILOR AT - LARGE"" and its vertical column headers read, in order and verbatim: ""ANA L. LEVY"", ""PAVEL M. PAYANO"", ""CELINA A. REYES"", ""FREDERICK J. DIAZ"", ""KELVIN MORENO-GARCIA"", ""RICHARD L. RUSSELL"", then six columns headed ""0"", then ""WRITE INS"", ""BLANKS"", ""TOTAL VOTES"", ""TOTAL CARDS CAST"". The last row of the page reads, verbatim: ""GRAND TOTALS 11694 | 5208 6102 4819 2141 2105 3339 | 0 0 0 0 0 0 | 101 | 11267 | 23815 | 11694"", and under it ""VOTE PERCENTAGE 21.87% 25.62% 20.24% 8.99% 8.84% 14.02% ... 0.42% 47.31% 100.00%"". So the printed pairing is LEVY 5208, PAYANO 6102, REYES 4819, DIAZ 2141, MORENO-GARCIA 2105, RUSSELL 3339.","name_original is the transcription and the grounding checks match against it, so a spelling the document does not carry makes the name uncheckable. The figure beside it is exact in the record; only the letters differ. Read off the rotated image because the names on this return are vertical column headers and no held reading can represent them. Grounds today on the surname alone; the printed middle initial is missing from the transcription.",proposed,civicatlas-qa (unattended run),2026-09-06,
